target,text
4,play mybrute it's fun  be my pupil... http://cutemarq07.mybrute.com
4,today one of my students said my class is the &quot;funnest tutorial&quot; she has at uni 
0,@dee_l oh man  i do that all the time.. ughhhh
4,"@twicullen - I'm just busting your balls, babe! LOL  Love you   And score action on the lawn being mowed...sweet!"
0,http://twitpic.com/6fj8e - Cirrhosis of the liver much. Yes that's my thigh 
0,"@greencurrymagic  The ds came, but I had so much work today, I didn't even get to open the box.. "
0,Back from practice just ate and showered now it's learning again ?! I'm reallysick of it but i really need to !?! 
0,Im laying down and just dropped my phone on my face. Owie 
0,Mm... Not feeling great.. Sick of people blowing me off.. 
0,Litterally feeling sick at the thought of going back to work 
4,@haiinguy3n look it up on my favorite website  Today's word of the day is .. cosset.
4,gonna with the hills &amp; the mtv movie awardsssss  woot
4,"@BJMendelson Hey, I wanna be followed more. LOL! "
0,at work and i just realized i have to work early tomorrow  work sucks-
0,Hey.....I need my full service  Summer is starting to bum me out!
4,Of course I'll be your cuddle buddy  whenever you want! Hit me up tomorrow! @lo_blomlie
4,writing 
0,"@jsmithready Thank you!! We used to get 1 personal holiday here, not anymore. "
0,wish i could leave here and go live in LA 
4,heading home for a couple days 
0,................................. mình trẻ con thật (cả silly nữa) 
0,will deplurk at around 11:15pm.  http://plurk.com/p/ouv0w
4,@cocomo_del @christinawrites Glad the show was good even w/ a power outage  Lookin forward to Full Service tonight 
4,back from pilates - feeling very virtuous for getting up early on a saturday and going   now to relax!
0,1am and I'm still wide awake!   I hate not being able to sleep!!   Its been 3 hours since I crawled into bed!!!    
0,I have about 5 cases for my BlackBerry Bold and one of them is useful  now iam in a shop and looking forward 2 buy a second useful case
0,@infamousozcar No money. 
4,@musicgonewild Macs were created for a reason 
0,@Forever_Yours13 I'm not at home with my cats right now! 
0,@Cause4Conceit Dont laugh at me  HA!
0,"@Wengles Yeh, I just popped into HMV this morning and bought a copy of it. It wasn't on the 'new albums' stand, was in Dance section.. "
0,@JenalynMichelle I miss you too niggga. you don't text me nomore! 
4,new supernatural tonight! 
4,Woot! Huskies won game 1.  Twelve strike outs for d l. Waiting for the interview with lawrie! 
4,@cyktrussell nice...it will be pretty cruel when she changes the digits and doesn't tell you..hope BtWD remembers how to get home 
4,"http://twitpic.com/6g2ro @BeShayBe at Fire!!! Free Henn, free shrimp, free steak, etc... Can't beat this!!! "
4,@carlos_teran Goodmorning 
4,@rubberfruit Thankyou! 
0,@JaySinkie I think the only place you can find them is eBay 
4,"@JaiBrandon oh phew! You're alive, sorry you're lost... good luck! Oh and make sure your doors are locked "
4,beach beach beach 
4,"@pancakebandit I know, right! "
4,on facebook uploading pics and having a look on some cool surfer websites 
0,@rusimons I need to take a tweetup tour around Europe! I wasn't on Twitter last year when I went to Europe. 
4,Summer has oficially started. 
0,@maconcakes  They do make your hands turn orange.... you could be afraid of turning into Tigger. 
0,Keith has to go back to louisanna tomorrow. 
4,@Gardenwiseguy This is truly enlightening for me 
4,@sczepanski thaNKS alot for your kindest compliments  ...
4,back to work today 
4,Got promoted today. 
4,@Jonasbrothers I really love it!!  I was like OMG!! It can be my boys! yayy!! hehe!! I send u ton of messages! Iove you guys so much!
0,@masterluke103 hello! you didnt say if i was wrong or not... 
4,learning how to tweet  x
0,@Chriscorrell I am so jealous! I haven't had Rallys in close to 10 years! dear god help me!!   i miss those damn fries..you lucky bastard!
4,new to this shiznaay 
4,Metal Gear Solid : Risen Also For PC And PS3 LOL 
4,@Franklero next you're in Denver touring dm me. I know a kick ass female artist and can get you drunk for free 
4,check out the coolest pic ever on myspace.com/caseycarterradio! add me as a friend as well if you haven't! 
4,"@iLoveNickJ4LIFE Haha do you? Do you have coke zero there, too? :O Awesome! "
0,"found closed road w @gomeler. did some Fiesta 0-60 runs. 11 seconds.  need to dyno, look @ power curve, move shift points #FiestaMovement"
0,"Can already smell my mothers cooking, shame I won't be around to eat it though "
0,I forgot the MTV Movie Awards were tonight! Kings of Leon performing! Might have to miss though since today is @bethalina's last day. 
0,i dont wanna go to work in 5 hours 
0,@shanaeb2000 Hey sweetie.... sorry took so long to get back.. 
4,@LLCee I'll bet u miss ur assistant  lol
0,@acaplan i believe the badge will only update if you have happened to load the app store app FIRST 
0,"okay windows 7, i know my sound card is ancient, but jeezus.... linux can figure it out, so should you!! "
0,"@amycstewart the thing that sucks though, he is georgous and I've liked him for years. he remembers who I WAS, not who I am now "
0,Later Twitter Im Going To School  Bye
0,@TheConeZone 'Bout time! 
4,happy B-day dad  love you!
0,"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead"
0,Just watched the postman drive away with a parcel after taking more than 3 seconds to answer the door 
4,@lovethepeople that's sweet  yes there are many toads. most of them are not as cute as the one i saw in the driveway.
4,"My anti-followfriday faves for the last wk: http://bit.ly/4o3tr I love you all, even if you've said nothing witty in the last wk! "
4,@NomDuJour Thanks man! It's on the list 
4,Birthday party at the beach...  
0,Might have to move again 
4,@bubblegum1795 Where's Blenz Coffee? 
4,@rachaelraycom I can't stop making Rach's  Fennel Pepper Pasta! It is the best pasta dish E-V-E-R!!  Thanks Rach 
0,Going to bed  wish I wasn't sick so I could be w my besties!!!
4,is currently uploading the pictures from the concert!  Hahaha. Comments?
4,"@SunniBrown no, I learned how to curse in presentations from @jmspool. But from you I learned how to blog about your buns "
4,@Jessalynnhinton just that simply u made my day/nite 
0,@johnjbarry He doesn't know what 'j' stands for - he's old and has lost his memory  That's what 3 years of marraige does ;)
0,"OHHH darn, forgot about a phonecall I had to make since Monday.. GREAT!!! now they're closed "
0,Headed out to do an I Made It Market in Pittsburgh!  Last one I will be able to do because I need to work on Saturdays 
0,@wojo4hitz @marchingstars @winkiedinkie @erockett89 Now I feel left out...  All alone in AZ...lol
0,@Lil_Maggie I have been. It still doesn't work 
0,Feeling a bit sick today 
4,@ooga_booga takes the tix! DM me a name for the guest list please. 
0,"@beksxx I'm having one later, now I can't wait "
0,"Why am I always sick? Achy, headache &amp; sore throat on my lazy Sunday.. "
4,"@teenystweeting.I agree on the sunshine, the thunder&amp;lightning is CRAZY.. but although it was a bad Magic game, it was a great Laker game "
4,@MissGoogle I love ars electronica and its concept 
0,@April_Portell The puppy I threatened God I would kill if he didn't make good things happen today! I guess He hates puppies. 
0,Only have a few more minutes 
0,too many green pic's i cant tell who you are now 
4,going to the hospital to see my neice  i'm excited!
0,These lighters valen verga! I need to go buy a new one 
4,"@barneyp I'd love to hear your thoughts. rt @bing Ladies and Gentlemen, www.bing.com is live. "
0,I miss lukeyy i haven't spoken to him since staurday 
0,@Dezocrasy i think BIGREDDOG74 forgot we exist.  maybe he will remember us friday night.
0,prospects for the weekend? Beeing ill 
4,@dubber &quot;management is like marriage&quot;....that's why I decided long ago I'll never get married 
4,@jogger5079 Yes I think you should put your pic back up. 
4,"Omg, last section. "
4,Reminiscing the nights of watching Boys Before Flowers. 
4,Beach today with @kussi91 @MelissaMercer and the very special @mattchewww. LOL very speciallllll. 
0,"@Just2Stressed I will not buy one as long as the IPhone is tethered to AT&amp;T. I'm not techy enough to jailbreak one, either. "
0,@SullyFubar lucky  oh well i'll get to see u Thursday I suppose  so that makes me happy
0,my wifi is super crappy today.  
4,@obstinatearrow clearly not.  The early bird gets the worm! I don't know what your worm is though.
4,firstly TWEET!!! thats especailly for my great mate katie  cant wait to watch the wild thornburys lol as we r cool 
4,"@churchrd ...um... TMI.    &quot;NEW from Tommy Hilfiger, a fragrance capturing the spirit of Fiji... Che Davanni's... for men.&quot;"
0,"oh my goodness, all this RAIN! "
0,I need a GPhone! New models in France for Q4. No geek should have to wait more than three weeks for geek stuff 
4,i got another cool twitter script 
0,@DaveJMatthews One is not happy that you are not playing in Scotland...  trying to arrange travel to see you in England tho 
0,I'm being accused of being a cranky bastid. Crap. I thought I was past the pms for the month!  I would feel bad but I'm too cranky.
4,@mmitch05 cheater!  
4,I working really hard to find a substitute for hard work 
0,Having a hard time thinking about leaving D. I know Allie will take care of him..just sad that I won't see him for 10 days. I'll miss him 
4,"@carrotslyda right now, adafruit is tired! "
4,@mrtrev where on earth are u driving to? or did u just do wot i do and take the scenic route 
0,I feel really sick but I can't sleep! 
4,"bitch bitch bitch! fack you, im gonna inter fear with your guys relationship! "
0,"@sparklykimmy it came out, i literally got outside for two seconds, then it disappeared again. Not happy at all "
0,Never have I felt so low and down 
4,@JaeTips LoL... hey honey! Whats up! 
4,"Just got my wedding tux in the mail. It looks really amazing and was only $99 at Amazon. Just call me Kiesler, Max Kiesler "
0,what's the score now?  We had to leave...any worse than 5-1? 
4,"@DawnWehbey Unfortunately the better the tweets get, the more likely they are to increase the Tweeter's liability! "
4,"ive decided im on strike from tidying my room 'WAVE YUR CANDY SPRAY IN THE AIR RASE YOUR VOICE &amp; DECLARE,I WONT CLEAN'  LOLZZ"
4,Not having a good day but got Kerri Hilson's 'love comes around on repeat' 
4,"@jane__ im just watchin, its very interesting "
0,Gym time!!!!! I hear thunder??? 
0,sitting in panera working on homework  ughhhhhhhhhhhhh i HATE school
4,@worleygirl haha  if u search for my name u get a map of UK and the twitter logo..
0,@furrygirl I didn't get to see you yesterday!  I may be back up for Fridays SJI party maybe I will see you there?!?
0,allison and KIMMUH are leaving tomorrow  I'll miss you guys
4,i'm going to try and talk tyler into going to the zoooo.  it's the perfect day for it!
0,@SarahCyrus im gonna take a nap now i think..i have a headaache 
0,@rocker_chick22 yes! that stupid hooker - wow two stupid hookers in one day! [kelseys ;)!] &amp; amen at the tickets  no blink concert now 
4,BE.RIGHT.BACK!   loveyaazz x
4,@Aline_s2rio follow? 
4,"@erinhuggins Yay! I can't wait to see it, read it, share it, retweet it... "
0,"@tylertorment This is messed up, possibly to block the Sling Box with any service that AT&amp;T is going to offer "
0,not smile today 
4,@babygirlparis http://twitpic.com/6eqo7 - How much are they gonna run for? I absolutely need them 
4,Ah! Summer rain 
4,says hi 2 all Chasters  http://plurk.com/p/x6rky
4,My new blog goes live tomorrow. I am nervous  etsyitemsunder20.blogspot.com  show some love!
4,@XchadballX http://twitpic.com/5ynhk - You should have called him fat and slapped him  .
4,The official event documentation is now online at miniunited.com - check it out  http://tinyurl.com/myprpe #fb
4,time for sleep 
4,Goin to have a sleep over with muh favs!  I finally can stay! Yess! Youth was amazing like always.! Shoooooo! =D
4,got some great parking karma. He always gets a front-row parking spot 
0,Great! @Daizz26 will disown me too!? LOL 
4,@rishabhkaul ha! Yah he is totally social media savvy man. Saw on Linkedin 2. Day not far when he wil monitor us in real time via twitter 
4,@rampantheart end sems on my head... jst 20 days to go.. preps r goin on as of nw...was bsy wid CEH training pst month...dats it..!! 
0,"@beamfrost Asda is further away and in this heat, I fear I will shrivell up and look like a prune. "
0,"@Anime81 Hi! Slept through the evening, now I'm up; looking for a netbook.. I gotta leave for the Golf Open at Bethpage in 5 hours... "
4,@davidbarrie You just described my previous life when I lived there 
0,"mom is frying fish, sooo gross. "
0,"@MAVinBKK: ... and my excuse for noticing the &quot;i&quot; in &quot;iTilac&quot;, then pondering and commenting on it, has to be &quot;not enough Singha&quot;  "
0,@paulBLG why no warped?! i haven't seen you guys since bamboozle! &amp; for every date thats around me i already have tickets to another show 
0,possibly paired w/ leftover tofu terriyaki. why does a bagel have to be like almost twice my meal carbs limit? 
0,"my phone is on the fritz, don't be angry at me if i don't get your calls please "
4,@Aecen no it wasnt. hehe. 
0,i aint alive....im just breathing to death 
0,can somebody please send me an invite for thefashionspot? STILL not a member 
0,@emo_hobo  it's stuff like THAT that makes me not post. y'all are jerks.
4,@susanbdot yeah. that's actually what I'm using. Still crumbly!! 
4,@GiNnA_ afternoon luv  how are u on this beautiful day
4,@jemariie great.  how about yours? what yr are you na?
0,Waaaay too early to be up on Sunday!  
0,@danieltherobot allison needs to do editorial work stat.  love her face.  mckey has a joker face. 
4,The new mouse has just arrived  http://twitpic.com/559ww
0,Old episodes of entourage until work considering my xbox died... 
4,"@danielshaw please note the price tag of my options vs. iPhone. Also, thanks but no thanks "
0,Forgot to bring my new favorite brand of tea to work  - http://www.clipper-teas.com/
4,"plays the piano.  Confessions of a Broken Heart, by Lindsay Lohan. What a song!"
0,wishes she could be at Meet In The MIddle but has work 2day. Irvine lessons for the last time  then last show of the musical 2nite. #fb
4,@Hannaaaa Luck!  Just start on a fresh blank page when you get stuck!
0,I wish they had cat cafe's in the UK!   http://bit.ly/cTmq
4,"#followfriday @SingleGal -- Follow for entertainment purposes, keep following for the laughs! "
0,is awake... barely got any sleep... still depressed... fml 
4,I love you too bread 
0,@crashcores Not swell  Bloody dirty !
4,@tweetie i'll buy tweetie for mac as soon as you give me the option to not show the dock icon 
4,We should all be able to start two hours later than normal on Mondays.  Think how much more productive Mondays would be 
0,@MzLeXuS Oh looove  I wish I were there to comfort and take care of you xoxoxo
0,good night ppl. i hate finals when my bf is studying  no cakin 2night. god=love.
4,"CP the photos to laptop and carry to office, and share to my colleagues. "
0,@TheEllenShow Poor Spoon.... 
4,Chrome for Mac is really nice  http://bit.ly/uh5GL
0,@afrum00 My throat hurts like no other and all I want is my hockey god but it's not happening 
4,@fabulus123 &lt;--FOLLOW 
0,WeLL I'm At WoRk Already!!  Ugh
0,"@porcelainfists i'm not sure, i'm still reading up on it myself  all i know is... Read More: http://is.gd/14mlw"
4,"@IamRickH yea, LOL now I kno for a fact who that was that came in before LOL I'm happy for her "
4,"@NikkiLovesJB lol Yeah, she's actually REALLY good. "
0,is wondering if it's sunny outside yet; stuck in a darkened room with no windows 
4,I'm watching. 
4,today was veryyy fun! 
0,Just watched #1 seeded Safina get beat by a poser 
0,@ScaredyCat09  oh well they were good memories lol
4,@DwightHoward Superman was in the building !!!!! Seeing is believing 
0,I guess you didn't hear the grumbles when kindle came out with no cover. My purse +eink screen = shortcut to broken screen  @COOLERebook
0,Wow. Lots on cars on the road this am. In 45 min walking only saw one w. a passenger  Commuter Challenge anyone?
0,@mr_nikolai yeah thanx gorgeous! In work till 7am tho  need to be whisked away by a strapping young man! :p
0,@fozzyfan not gonna be happy with the new ECW champion 
4,I made the choir 
0,White Horse-Taylor Swift &lt;3 The video is sooo sad. 
4,thinks Aaron is pretty darn awesome 
4,@vewe  Thanks!
0,purple candy is always grape favor 
0,@TEYANATAYLOR awww poor thing 
0,@monica_m_  we shouldn't be allowed to have any electronics.. i always manage to break it 
4,"@gabivway saoksokakosakskoas,daki a poco so eu  mais ce foi pro show do mcfly em sp?"
4,bob. bob. bob. bob. bob. hair. bob. bob. bob. aaaaaahhh 8O. translation: i cut my hair REALLY short. kinda like it though... 
0,is 1:36 really that late? I'm getting sleepy already 
0,At the science center. . . No baby machine though! 
4,Bumped up FVC and FEV1 a few percent each. Guess that's what running/biking/swimming will do for you. Feeling very healthy. 
4,@Super_Kate I did  I got an ace award from him aswell lol.
0,"@Rubyam awwww  well ok, i guess, i'll take you off the list for dinner"
4,down 63 Lbs I love my band ; -)  to have my 3rd  fill  around 6/14 
0,@dkmissie Without anyone 
4,"@rkartha talking of change, so has HYD... never been to Pune, but HYD of our old days was much better... "
4,@adamluo Some Page 2's only have 15 or so items... I like to call the 30+ item Page 2s Massive 
4,@envysays Night night! I'll get a lil album preview zip file to you soon! 
0,"I don't fell very well, at all.  and i want to just be alone."
4,equity is a booster. thank god! but still not confident in general. good night evryone! 
0,"@coldplay come to bolivia, dudes "
0,"@nytimes dejavu ... I drove a 69 yellow camaro and loved it, sadly no photo "
4,miss my super soaker............mom has a twitter........oh god! 
4,6:30 and there is only one other person here. I'm liking my odds 
0,I just woke up. And found blood on my face. Neck. And arms. . . Not a very fun wake up. . . Yes. It was a nose bleed. . . 
0,"I can fall asleep relatively well but can't /stay/ asleep, end up waking up every 30 minutes...what do I do?? "
4,Listening 2 the jimi henrix experience wile cleaning the room... So far its not super good.  2 old school. But gotta try everything 1 ...
4,@XXXdestinyday Can I come...So I can Kiss your candy places....??? 
4,I can't sleep hopefully this L will lay me out? Anybody awake? 
4,@jonthanjay Good morning! I used to have a cat named Harley 
4,@brianszabelski  Website says out for delivery!
0,"I'm pretty sad, my phone was working last night for a while but when i woke up it was completely fried "
4,"Ten years ago, a year of cableTV $ = rt ticket to Germany/elsewhere. Decided I'd rather be there, than watch other ppl be there "
0,I have got to stop going to bed so late! Getting out of bed this morning was soooooo hard 
0,Mother's Day is tomorrow and no money to do anything because we couldn't get a check cashed 
0,@AlexAllTimeLow ohh i use to lie there                      Poooor alexx 
4,with sarah&amp;&amp;shannon- on the phone with lesley 
4,"@wendywings ROFLMAO! but but but! I have the greatest ideas  Do as I say, not as I do??"
0,@DonnieWahlberg lucky gurlz! wish i culd b there 
0,Got told off by @swear_bot for my filthy potty mouth  Feel 13 again.
0,Had like 5 hours of piano last night so i didnt get Rachaels book done 
0,@MissPressa @LittlePearls @HOneyPRMelb @Qtees @beyondpinkblue @gigglesmile stopped off at Coles and got a Weight Watchers Green Curry 
4,@chris_parker i may borrow your phone to do just that 
0,"@hanaabanana I have now, thanks, Just phoned Martin He's furious!  x"
4,Omg that was so hard to read... But i got it 
4,"NNC tries to strength nordic collaboration, such as this conference  #nacs2009"
4,lovin' life. really.  waiting for kyle to get here then it's time for 'up' with fun friends. (ahem.)
0,"Busy day, I need to study a lot so probably not much live tonight  E3 next week!!!!"
0,@SKSStacie I wish you could come but (1) you're still in school and (2) you live far away 
0,Listening to mariah carey we belong together 
0,cant sleep  someone keep me company
4,"@evgenymorozov Weird, I just started following you and then I see you quoted on Boing Boing   http://tinyurl.com/luy8d9"
0,Dam! Been led on my arm and now can't move it much 
4,Ok. I have to go lie down. Dentist rules. Hahaha. be back later. 
4,@Ms_Dynamite I love u so much!! Just had &quot;Put Your Gun Away&quot; blasting out of the stereo lol! You are an inspiration and so talented  W ...
0,has to wake up and leave Vegas 
0,Has had the most awful day 
4,@racheldorman Yup - they're the guys who made the new Sam &amp; Max sequels 
0,"Ballgame was fun, but angels lost "
0,Ha!  How wrong.. my mom gets a twitter... she goes for the cast of the view and  signs off and doesnt add me. 
0,is bored right now 
0,@Radio1Killa hey there!! *gasp*!! u spelled my name right 2day!! Im on here after I done ran my phone battery down!! 
4,@millarca then this is good 
0,@nancyjonas101 um well it was still quite awful.  bbbbblahhhgggg
0,"@keekster_keek not yet  he may not call, maybe he called home"
0,2pts away from a B in humanities  FML
4,Hey tweeters I need a job Who is hiring now a days????I will do ALMOST anything 
4,@Donlosh I feeeeel that Sexy Bwoi C-Pain. haha 
0,He has the most gorgeous blue eyes but they belong to someone else  (via #zenjar )
0,Yay only 2 exams to go must say i'm so tired  don't want to go to work tonight
4,MTV movie awards  haven't watched new moon trailer yet it didn't work on YouTube yay it's on in a min  x
4,"@ddlovato Well then, Miss Demi, You are beautifully made. Honestly. "
0,Last week I saw JonK at Sarbucks in Saskatoon 
4,"Got to see Carlos Santana live at the Hard Rock last night, not sure if I have a headache from good music or the gin and tonics "
4,hey new followers  only 1 more to go to get to 100 ! tell your friends to tell their friends and we can be friends IF they FOLLOW me  lol
4,School... haha well I hope Today is fun. I will post my regular updates during the day. Follow Me and Stay Updated! 
0,sobering up makes me paranoid  PrinceCharming
4,"Loves to watch everyone talk about work on Monday while I stay home and enjoy a day off. I know, I'm a jerk "
0,@CryoTank - mixture of chronic insomnia and insufferable work-ethic. 
0, Going back to houston
4,"@twbostick I bet you did an awesome job, too. "
0,@Vicersh So Sorry I can't help you 
4,"I don't want to jinx anything, but we may have found our house.  Still some hurdles to take though, so I don't want to get too excited."
4,Going to pick up a special delivery from the UPS warehouse. 
0,ok so I'm pissed cuz my 1993 chrysler is dying on me  I LOVE DIS CAR! sheyet d inevitable is gonna happen replace it wid an ASIAN CAR
0,@TraceyHewins nope its not.  nice to have decent weather tholol. ill risk the burn for the nice weather
4,"@denissahady hahahahahha, thanks for giving me a li'l laughter after a gloomy night. Hehehehhe ;) btw, play more pranks! Funny lol "
4,@mileycyrus hey Mile when r u bringing out a new song? 
0,"@DebbieFletcher Awww you couldn't be more sweet than you are... thank you for EVERYTHING, I truly love you Debbie  xxx"
0,"@aliasgrace oh, crap.  so sorry to hear that. "
0,@JonathanRKnight I love ur direct honesty &amp; ur no BS tweets. Will miss the chance to talk to u in Oz...hope we will meet in the future.. 
4,Just handed in resumes all over Long Island for internships and then picked up three great books from the library. It's a great day 
0,"@yenymt no not slow just mimi times, resting from a very busy day...i don't have buddies to drink with "
4,Off to do some serious shopping with my cousin after a trip to see her midwife 1st..then back here to chill a while 
0,@davideaikin the man! No worries. I'd probably have done the same lol. My coffee with a friend cancelled on me yesterday  lol
0,I ate my lunch too fast and now I'm all bloaty. 
4,@BiblioBrat thank you for that suggestion 
0,may is over  on to june gloom.
4,Leaving D: Bye syazziee haah 
4,@givemestrength No 3! Blimey mate time for the old two house brick swing for you I think! ;-) 
0,is overwhelmed with work and emotionally stressed out  i'm not a happy camper these days
4,@stavxx do you have b-day today?!  happy birthday !! xx
0,so apparently @_maxwell_ tickets for atlantic city were already on sale.  thanks for the heads up tweeple. 
0,http://twitpic.com/7w778 - We lost the game 
4,@NicoleTiu come on coy! i'll join you in your vacation.  haha!
4,"@johnerobinson Hey, you never know! "
0,should I get over it? my sister or my pride? 
0,we had a quiz I only got 17/25. A bunch of sketches but it got wet!  the serpentina pattern is stress haha
4,"@aryousavvy yes, u definitely have earned it!! "
0,@andyclemmensen i used my txt on the wrong number because i was one of the first to txt but it used my credit for some crazy tones shit 
0,@corywatilo Just messed around with the palm pre at the sprint store. Not that impressed 
4,"I choose life .. each time we hit a familiar wilderness, we learn how to overcome it and walk through it, praising our God  oxo"
0,@amanda_please http://bit.ly/15inA7  
0,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
4,@wickedlibrarian http://twitpic.com/5o4ou - I think you are cuter than the cat.... but your cat is adorable.... 
4,I HAVE A CRUSH!!! and his name is.................................. _________  do you really think i would say it.... hahaha!! 
4,@Adamq90 lol tell me if u goin there...so i can bust ya ass online  lol
0,@treezatigertron same!! h8 asian features 
4,30 followers 
4,@treschicbeauty hey girl! i didn't know you followed me on twitter  do u have aim? mines thumbelina258
4,@KSuds1313  Now is this or is this not a Look-a-way!  http://twitpic.com/6h6aw @DonnieWahlberg always knows what's up!  
0,unpacking from Uni 
0,bored in tec 
4,@mikesage86 Morning  must have twitter on ur mind lol
0,"Outside is so warm, so uncool is that, the weekend gonna be rainy, "
0,why did the rain stop? it cheated me into thinking it will be a great gloomy day. 
0,"@MoneyBoss24 you already don't talk to me that much anymore  and you missed my damn birthday, grrr..."
0,my camera is broken -.-' can't make any videos 
4,@McCainBlogette Definitely do something outrageous to or with Stephen Colbert! 
0,@sasrithorn I miss Spain too! 
4,@erinjeany me too. You think it could hold our wieght!  #mmwanted
4,@otherijustine chips in cottage cheese is awesome too fyi 
0,"about to head to my 10 o clock class... dont want to deal with Chad, the professor "
0,@Drifter0658 Alex? Have you write your answer? I need it ASAP! 
0,and i just don't want to work 
0,Loving my wee Archie boy &amp; Skye Pie  The best kids in the world! x x Missing grandpa 11 months u were the best  love u loads GBNF x x x
4,"@DPBenson  In a way,maybe he's the only one who can withstand &amp;understand Olivia unleashed? I think he's been ready to take it all along."
0,where i can find free stock photos? 
0,lesson of the year: revenge is not always sweet     
0,We're having it our way... We're at BK!  http://bit.ly/15r7Aa Full of screaming kids 
0,"@r_banks i'm offended, your comment about not letting chubby people in the bridge night club, i'm chubby, thats not nice, "
4,K. Eleclit was actually nice today. My classmate isn't as annoying as he was noong first day. He's cute na now 
4,@uncultured That would be the second best music video ever. 
0,@shaunjumpnow omygosh tell me about it. i hate his album 
0,"@kleemana man, i even have my name in my u/n and you still spell it wrong   hehe"
4,@rosekittyellie stay awake and be a vampire with us 
0,My Xcode has cobwebs 
4,Hmmm just how many Twitter clients does Toph use... at least four... are there more? 
0,@Lchadscott lol.. Ice cream.. I already know about ur phone.. Although I'm sorry hear its not all u wanted it to be 
4,So freakin tired ...so glad its saturday ..my ass is sleepin in tomorrow 
4,Girlfriend just made amaaaazing chili 
0,@Demi2U Morning! It's &quot;Double Monday&quot; 
4,@beccaclaro I guess that's ... normal.  good then!
4,"Tesbihaaaaaaatt hihi, I'm so cheated the others with playing with my phone  http://myloc.me/2aJi"
4,@WhiteRabbitCult Thanks for following me on Twitter! 
4,@laurenconrad http://twitpic.com/4wh4d - thats really cute and im loving stephanies head band 
4,@iwantyourjeep haha good girl 
4,http://twitpic.com/65xl0 - Cap'n and I are playing Uno again. 
0,@szaslow @jroyster86 @sknightschultz I wish you were here 
0,YAY it finally change and training was called off to muddy at the ground  now training wednesday with juniors
0,not gonna get 8 hours sleep.  ITS 12:08am
0,My glass is empty  who's gonna fill it for me huh? ;) http://twitpic.com/3lasj
4,"@insearchofnkotb I'm glad you had fun, and I'm glad he's so nice! "
4,Just watched the first episode of Conan seems pretty close to the same old conan 
0,"@steveorrell 120,000 people voted BNP into the European Parliament "
0,Omg sooo tired rite now  shitty sleep last nite i guess.
0,I wanna go back to sleep 
0,"http://twitpic.com/7o7wv - Anyone know what kind of spider this is? Just found him, a web and 3 big eggs in my garage "
0,feels sick. quite literally. 
0,@seanmurphymusic i hate u n ur muzic...get dat.... 
4,"watching the pens game. go penss! but if the devils were playing then i wouldnt be saying that, hehe  BOO DETROIT!"
0,ugh no work pleaseeee!  i want to sleep
4,is working on uploading her Excel doc to Google docs. Please work. Please work. 
4,@julie_moore sorry for repeats but did that work? 
4,@mayatheb no prob sis lets keep the energy fresh 
4,"@writeinmovement obviously the best use of your time!  check out @Epiphora's reviews, they're super helpful."
0,@Sulcalibur my condolences  .....poor little fuckers.
0,"I saw this little boy soaked &amp; wet today.  His parents, whoever they may be didn't seem to care   I hope he doesn't catch Pneumonia."
0,I want to bowl. 
4,@austinlowpeez Thanks! That's my husband...  
4,"yey, AP in science "
0,updated the Dylan blog for Wednesday. Radiation delayed until next week. 
0,@opheliasscars 
0,I'm too sick to live. 
0,Can no longer fall asleep to tv 
4,@bradiewebbstack oh bradie. your so special 
0,I wonder what it's like to have more than 2 million twitter followers??? I only have 12  
4,Who wants to go see the Hanna Montanna movie with me  It will be like HSM only worst... I mean... better?
4,"@geehall1 I SAVE the money for a train fair.  I really want to visit some of the Melbourne gardens, maybe walk a rail trail or two"
0,ohhhh....whoulda thunk it! I found something interesting! Hollywood Undead in Calgary June 30!  http://tinyurl.com/q23ay2 wish i could go 
0,i really miss my ammachi today 
0,"@saucepancakes ok listen here!! leave me alone! nobody told me  gosh, i can still laugh. i'm gonna revoke ur brain status u keep bein mean"
0,@storiesofmac it was a terrible week also for me 
0,I need moving boxes!!!! 
0,i dont get twitter 
4,@DDsD So twitter can be used to control bot nets?? 
4,Mercer hotel till Tuesday 
4,"@alexabiro anyway, nice pic  u r beautiful &lt;3"
0,"Mom found a face-pube or a pube-pube in my slice of pizza. Either way, I can't finish it now. "
0,"augh, i keep waiting for it to get easier but i think of him and instantly cry. i miss you P.  "
0,My grandfather passed away today   heading to san antonio to be with my family.  Please pray.
0,@MissDiscreet   y u goin on me lol
0,"@shetakesthecake I was in the art area, not cakes.  U may have been across the street! WHAT year were u there? I was there in early 90's."
0,@poynterlubz cant believe it!! im gutted now  gonna have a look about to see about other options i think!! thanks for askin x x x x x
4,"@paulacardamone thanks dude, let sboth make good calls tonight, in a good mood "
4,We are enjoyin a another day at the beach. 
4,@Suezin_ sweet!! Jus got some redic tanlines frm my pool cardio! But did 2k in same time it took me to do 800m last Sat - ♥ empty pool 
4,"i can't explain how fun last night was, jesse + chris + derrick + me + night time = kicking rocks  today should be better too. the boys&lt;3"
0,@ACHkris again??? Jesus 
0,@sexybacksunny isnt too happy. hes tired 
0,@TheDesignMan buddy i miss you 
0,"3 days until the return of the Leetard! Athough, I won't get to see him on Saturday. "
